VALUE,pop_densit,roads_dist,deforested,FARC_raste,NP_raster_,mines_dist,wells_dist,slope_ext,elevation_,y,x,rivers_dis,slope_ext_,layer,path
2.00000000,56.57100,0.07500,0.00078,1.00000,0.00000,0.19667,0.52474,89.92944,54.00000,1.95023,-76.11562,93723.00000,81207.42188,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.01179,0.00200,1.00000,0.00000,0.50449,0.71976,89.88908,17.00000,1.95023,-75.11593,17888.54492,51666.01172,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,9.37500,0.19454,0.01315,1.00000,0.00000,1.47283,1.46211,0.00000,12.00000,1.95023,-74.09957,41036.56641,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,0.31820,0.06185,1.00000,0.00000,2.00009,1.54821,0.00000,11.00000,1.95023,-73.56640,34409.30078,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.22794,0.07649,1.00000,1.00000,3.25667,1.77451,0.00000,8.00000,1.95023,-71.56701,59933.29688,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.67286,0.03039,1.00000,1.00000,3.59569,1.86594,87.30106,8.00000,1.95023,-71.07550,26000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,2.14635,0.01698,1.00000,0.00000,3.95412,2.05509,87.30106,6.00000,1.95023,-70.57565,30594.11719,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,2.63777,0.10688,1.00000,0.00000,4.33192,2.34307,88.79228,8.00000,1.95023,-70.06747,30265.49219,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,4.23231,0.00348,0.00000,0.00000,6.58994,4.76565,88.79228,4.00000,1.95023,-67.11004,2000.00000,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.20582,0.04162,1.00000,0.00000,0.20497,0.54192,89.87685,70.00000,1.94190,-75.58245,59665.73828,46538.41797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.61137,0.03199,1.00000,1.00000,5.13870,3.07871,87.30106,6.00000,1.94190,-69.07611,44000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,0.50600,3.88709,0.04762,1.00000,0.00000,5.56608,3.49063,0.00000,5.00000,1.94190,-68.57626,43908.99609,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,41.02500,0.01667,0.00795,1.00000,0.00000,0.17834,0.68028,89.91017,71.00000,1.85858,-76.98202,88090.85938,63794.07422,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.01179,0.00193,0.00000,0.00000,0.03536,0.72505,89.93414,95.00000,1.50029,-77.12364,79397.73438,87011.40625,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,1.88843,0.02652,0.00000,0.00000,3.92528,2.31123,89.36340,10.00000,1.49196,-71.07550,45254.83203,9002.75391,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,4.74100,0.21619,0.00099,1.00000,0.00000,0.73904,1.10708,88.09085,10.00000,1.48362,-75.12426,17204.65039,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.18512,0.02835,1.00000,0.00000,3.33284,2.26599,87.30106,9.00000,1.48362,-72.11684,58137.76953,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.17099,0.04576,1.00000,1.00000,0.27701,0.32670,89.92865,56.00000,1.47529,-76.07397,44000.00000,80317.20313,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.05951,0.02490,1.00000,1.00000,3.00744,2.27652,88.79228,9.00000,1.47529,-72.62502,31622.77539,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.34078,0.06139,1.00000,0.00000,4.29745,2.48844,0.00000,8.00000,1.47529,-70.55899,29732.13672,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.04488,0.00803,1.00000,0.00000,0.51694,1.42400,89.77798,18.00000,1.46696,-78.12334,22090.72070,25811.88477,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,0.97243,0.09995,1.00000,1.00000,2.53588,2.14808,88.64978,11.00000,1.46696,-73.12487,53254.10938,4243.56787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,49.80400,0.11696,0.01531,1.00000,0.00000,0.02500,1.00971,89.93533,90.00000,1.45863,-77.59017,34000.00000,88612.56250,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,41.02500,0.06509,0.02659,0.00000,0.00000,0.53858,0.17658,89.89969,68.00000,1.45030,-76.56548,44000.00000,57133.28906,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,4.74100,0.10607,0.00409,1.00000,0.00000,0.40697,0.69327,0.00000,9.00000,1.45030,-75.60744,15231.54688,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,4.74100,0.65881,0.00000,1.00000,0.00000,1.22862,1.44962,88.79228,10.00000,1.45030,-74.58276,24000.00000,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.69412,0.00688,1.00000,0.00000,1.65852,1.83993,0.00000,9.00000,1.45030,-74.07458,78638.41406,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.74615,0.12324,1.00000,1.00000,2.12336,2.03640,0.00000,9.00000,1.45030,-73.56640,84403.79688,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.53797,0.06095,1.00000,1.00000,3.65115,2.27278,0.00000,9.00000,1.45030,-71.56701,55569.77344,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.78809,0.01798,1.00000,0.00000,4.66119,2.74136,0.00000,8.00000,1.45030,-70.07580,17088.00781,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,49.80400,0.02357,0.00210,1.00000,0.00000,0.97589,1.81663,87.30106,3.00000,1.44196,-78.58153,5656.85400,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
3.00000000,12.07700,0.00833,0.00832,0.00000,0.00000,0.71928,0.09317,0.00000,15.00000,1.00035,-76.60714,5656.85400,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,4.74100,0.54473,0.00000,1.00000,0.00000,1.07167,1.11844,89.04517,9.00000,0.98369,-75.12426,14422.20508,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,0.89334,0.00249,1.00000,0.00000,1.42833,1.61531,87.30106,10.00000,0.98369,-74.62441,10000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,49.80400,0.16604,0.00176,0.00000,1.00000,0.41650,0.33840,87.30106,111.00000,0.95869,-77.13198,62514.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.67955,0.06152,1.00000,0.00000,3.69017,2.77013,0.00000,8.00000,0.95869,-72.06686,24738.63477,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.25345,0.01165,1.00000,0.00000,0.65537,1.18257,89.94888,75.00000,0.95036,-78.08168,55569.77344,112122.14844,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.06719,0.00308,0.00000,1.00000,0.43341,0.70720,89.77570,134.00000,0.95036,-77.58184,80622.57031,25547.44336,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,12.07700,0.23467,0.00087,1.00000,0.00000,0.78784,0.19614,89.09976,10.00000,0.95036,-76.11562,6000.00000,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,4.74100,0.48340,0.00062,1.00000,0.00000,0.82027,0.64334,0.00000,9.00000,0.95036,-75.61577,6000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.18521,0.09536,1.00000,1.00000,1.91965,2.16258,88.64978,9.00000,0.95036,-74.06625,44721.35938,4243.56787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,1.75500,1.41249,0.03234,1.00000,1.00000,2.78019,2.64361,0.00000,9.00000,0.95036,-73.06655,46043.45703,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.57872,0.05926,1.00000,1.00000,3.22694,2.79526,0.00000,9.00000,0.95036,-72.56671,15231.54688,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.26087,0.00642,1.00000,0.00000,0.66091,1.18042,89.96108,79.00000,0.94203,-78.08168,55569.77344,147273.85938,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.22749,0.10238,1.00000,1.00000,2.34883,2.52922,89.14595,9.00000,0.94203,-73.56640,82097.50000,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,1.91603,0.03391,0.00000,0.00000,4.06025,2.77073,87.30106,8.00000,0.94203,-71.58367,31048.34961,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.60562,0.01734,1.00000,0.00000,4.65678,2.96765,0.00000,8.00000,0.94203,-70.58398,12000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.01483,0.00545,1.00000,0.00000,5.00356,3.16864,88.09086,8.00000,0.94203,-70.08413,7211.10254,3000.39331,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.47021,0.02646,0.00000,0.00000,5.38016,3.44578,87.30106,7.00000,0.94203,-69.55929,14000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.24513,0.00716,0.00000,0.00000,4.35167,2.85105,0.00000,8.00000,0.93370,-71.07550,0.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
2.00000000,12.07700,0.07500,0.00000,1.00000,0.00000,1.07513,0.08975,87.30106,10.00000,0.50042,-76.61547,2828.42700,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,12.07700,0.84611,0.06821,1.00000,0.00000,1.27358,0.66672,88.79228,9.00000,0.47542,-75.62410,34176.01563,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,12.07700,1.01885,0.00254,1.00000,0.00000,1.46811,1.16670,88.79228,7.00000,0.47542,-75.12426,2000.00000,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.24688,0.08033,1.00000,0.00000,1.78078,1.66669,88.09086,9.00000,0.47542,-74.62441,18867.96094,3000.39331,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,49.80400,0.11211,0.00000,1.00000,0.00000,0.90285,0.21246,89.09976,17.00000,0.45876,-77.13198,44721.35938,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.16469,0.02697,1.00000,1.00000,3.89822,3.27450,89.14595,8.00000,0.45043,-72.05853,14422.20508,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.34817,0.05743,0.00000,0.00000,4.34317,3.26259,0.00000,7.00000,0.45043,-71.56701,22627.41602,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.94628,0.02804,1.00000,0.00000,5.04460,3.44021,0.00000,8.00000,0.45043,-70.56732,48703.18359,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,12.07700,0.41966,0.00893,1.00000,0.00000,1.28695,0.20983,0.00000,10.00000,0.44209,-76.08230,7211.10254,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.71828,0.00995,1.00000,1.00000,2.60065,2.71678,88.09086,8.00000,0.44209,-73.57473,56320.51172,3000.39331,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.86147,0.06880,1.00000,1.00000,3.04138,3.12734,0.00000,10.00000,0.44209,-73.06655,90354.85938,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.08573,0.01958,1.00000,1.00000,3.44860,3.29449,89.04517,7.00000,0.44209,-72.57504,48166.37891,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,2.61834,0.11728,0.00000,0.00000,4.75437,3.33234,0.00000,7.00000,0.44209,-71.07550,39293.76563,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.31514,0.01930,1.00000,0.00000,5.36849,3.62147,0.00000,7.00000,0.44209,-70.07580,57271.28516,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.65814,0.00462,1.00000,0.00000,2.19477,2.20858,0.00000,8.00000,0.43376,-74.08291,6000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,12.07700,1.07011,0.00303,0.00000,0.00000,1.76832,0.87829,0.00000,8.00000,-0.01618,-75.55746,0.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,1.65852,0.00332,1.00000,0.00000,2.15176,1.72733,0.00000,7.00000,-0.01618,-74.63274,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,12.07700,1.46887,0.01585,1.00000,1.00000,1.90971,1.26604,88.79228,9.00000,-0.02451,-75.12426,4472.13623,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.31223,0.00803,0.00000,0.00000,5.43970,3.91326,0.00000,6.00000,-0.04118,-70.56732,32557.64063,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.00217,0.11650,1.00000,0.00000,2.53774,2.27608,0.00000,7.00000,-0.04951,-74.07458,18000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.31644,0.03723,1.00000,0.00000,3.28990,3.25790,89.54985,9.00000,-0.04951,-73.07488,52038.44922,12730.70410,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.52721,0.06588,1.00000,1.00000,3.71731,3.75571,88.79228,7.00000,-0.04951,-72.55838,57723.48047,4744.12109,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.64781,0.05496,1.00000,1.00000,4.14682,3.77236,89.14595,6.00000,-0.04951,-72.05853,49396.35547,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.21416,0.07563,1.00000,0.00000,2.90059,2.76693,88.79228,8.00000,-0.05784,-73.57473,38626.41406,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.80898,0.19477,0.00000,0.00000,4.57173,3.77035,0.00000,7.00000,-0.05784,-71.56701,18439.08789,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.03705,0.02864,0.00000,1.00000,5.01255,3.82521,0.00000,8.00000,-0.05784,-71.06716,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.65340,0.03051,0.00000,0.00000,5.74854,4.08229,89.14595,6.00000,-0.05784,-70.07580,44721.35938,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.78331,0.03186,1.00000,0.00000,3.56967,3.33380,89.04517,7.00000,-0.54944,-73.11654,6000.00000,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.44355,0.06762,0.00000,0.00000,5.20990,4.30275,88.09085,6.00000,-0.54944,-71.11715,38209.94531,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.38591,0.05724,1.00000,0.00000,2.89581,2.40442,89.09976,8.00000,-0.55777,-74.11623,26000.00000,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,4.74100,2.95466,0.01010,1.00000,0.00000,3.95349,3.80724,0.00000,12.00000,-0.55777,-72.61669,8485.28125,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.13649,0.01879,0.00000,0.00000,4.37532,4.28239,0.00000,6.00000,-0.55777,-72.10018,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.25978,0.01842,0.00000,0.00000,4.78679,4.26826,87.30106,5.00000,-0.55777,-71.61700,36055.51172,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.66273,0.02550,0.00000,1.00000,5.65209,4.40550,0.00000,5.00000,-0.55777,-70.60897,17888.54492,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.60425,0.01345,0.00000,1.00000,6.09340,4.54056,89.14595,5.00000,-0.55777,-70.10912,12806.24902,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.61318,0.00193,0.00000,0.00000,6.42033,4.71806,89.09976,5.00000,-0.55777,-69.62594,4000.00000,6365.35205,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.69831,0.05576,1.00000,0.00000,3.23395,2.87542,0.00000,7.00000,-0.56611,-73.60805,5656.85400,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.81079,0.00283,1.00000,0.00000,3.29816,2.67183,0.00000,6.00000,-1.02438,-74.07458,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.07284,0.03249,1.00000,0.00000,3.59252,3.07504,88.09085,7.00000,-1.04938,-73.61638,20000.00000,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.27114,0.09318,1.00000,0.00000,3.92791,3.52617,0.00000,7.00000,-1.04938,-73.10821,46043.45703,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.40687,0.09817,0.00000,0.00000,4.26374,3.96026,88.09085,6.00000,-1.04938,-72.62502,38052.59766,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.53487,0.03900,0.00000,0.00000,5.05125,4.75976,87.30106,5.00000,-1.04938,-71.61700,4000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.11325,0.03373,0.00000,1.00000,6.33116,5.00867,0.00000,4.00000,-1.04938,-70.10912,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,79.25100,3.12528,0.01946,0.00000,1.00000,6.76512,5.17640,87.30106,6.00000,-1.04938,-69.60928,8246.21094,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.62353,0.16054,0.00000,0.00000,4.65529,4.43697,0.00000,6.00000,-1.05771,-72.11684,29732.13672,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.31521,0.02843,0.00000,0.00000,5.48019,4.80746,0.00000,5.00000,-1.05771,-71.10882,2828.42700,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.17264,0.04282,0.00000,0.00000,5.91037,4.89473,89.04517,4.00000,-1.05771,-70.60897,34525.35156,6000.78662,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.55500,0.01546,1.00000,0.00000,4.06336,3.46331,0.00000,6.00000,-1.52431,-73.45810,0.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.74796,0.04251,1.00000,0.00000,4.61703,4.18065,0.00000,5.00000,-1.54098,-72.61669,64899.92578,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.75901,0.02624,0.00000,0.00000,4.29703,3.76132,0.00000,6.00000,-1.54931,-73.11654,24166.09180,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.69636,0.00374,0.00000,1.00000,6.15955,5.37559,88.79228,4.00000,-1.54931,-70.61730,10000.00000,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.61477,0.01223,0.00000,0.00000,6.58269,5.48673,87.30106,3.00000,-1.54931,-70.11746,0.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.39513,0.14166,1.00000,0.00000,4.98214,4.63268,88.09085,5.00000,-1.55764,-72.11684,74431.17188,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.08833,0.11393,0.00000,0.00000,5.37138,5.10237,0.00000,5.00000,-1.55764,-71.60033,43680.66016,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.85662,0.10297,0.00000,1.00000,5.75370,5.30264,88.09085,5.00000,-1.55764,-71.11715,34176.01563,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.61921,0.13807,0.00000,0.00000,7.01646,5.64734,88.09085,4.00000,-1.55764,-69.61761,15231.54688,3000.91797,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.78374,0.01934,0.00000,0.00000,4.69842,4.07542,0.00000,6.00000,-2.02425,-73.06655,2000.00000,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.40098,0.04123,0.00000,0.00000,6.09032,5.78838,88.09086,4.00000,-2.04091,-71.06716,18439.08789,3000.39331,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.20939,0.09518,0.00000,1.00000,6.48334,5.86716,0.00000,5.00000,-2.04091,-70.56732,32557.64063,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.66190,0.06766,0.00000,0.00000,5.72582,5.35343,0.00000,5.00000,-2.04925,-71.55868,18973.66602,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.11203,0.05076,0.00000,1.00000,6.90181,5.98485,0.00000,4.00000,-2.04925,-70.05914,50039.98438,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.99945,0.04248,1.00000,0.00000,5.36441,4.90772,0.00000,4.00000,-2.05758,-72.07519,30066.59375,0.00000,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,2.12897,0.05736,0.00000,1.00000,7.30346,6.12973,88.79228,4.00000,-2.05758,-69.58429,59665.73828,4744.78516,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,3.37603,0.15489,0.00000,0.00000,5.03129,4.48417,88.64978,6.00000,-2.06591,-72.58337,32062.43945,4243.56787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,1.67558,0.11534,0.00000,0.00000,7.50574,6.53973,89.14595,6.00000,-2.50752,-69.64260,26000.00000,6710.02197,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,1.61385,0.02513,0.00000,0.00000,7.18900,6.46800,87.30106,4.00000,-2.54918,-70.06747,12000.00000,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,1.11632,0.00055,0.00000,0.00000,7.50489,6.95534,89.14595,3.00000,-3.04911,-70.06747,28000.00000,6709.31787,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,0.61650,0.09476,0.00000,1.00000,7.83966,7.39892,87.30106,4.00000,-3.55738,-70.07580,36055.51172,2121.78394,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,6.25900,0.17180,0.00161,0.00000,0.00000,8.19187,7.68422,89.25094,3.00000,-4.04898,-70.06747,2000.00000,7649.58350,factors_cover_50km2,factors_cover_50km2.shp|layername=factors_cover_50km2
1.00000000,34.43500,0.34681,0.00417,0.00000,0.00000,0.76762,0.75590,0.00000,0.00000,12.00725,-72.07519,261227.87500,0.00000,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
1.00000000,34.43500,0.64313,0.07196,0.00000,0.00000,1.14017,1.18571,89.04517,4.00000,11.89893,-71.62533,303644.53125,6000.78662,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
1.00000000,34.43500,0.04167,0.00445,0.00000,1.00000,0.19755,0.35010,0.00000,1.00000,11.42399,-72.63335,182428.06250,0.00000,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
1.00000000,34.43500,0.06719,0.01273,0.00000,1.00000,0.18727,0.59190,0.00000,0.00000,11.31567,-73.22484,115741.08594,0.00000,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
2.00000000,34.43500,0.14554,0.00000,0.00000,0.00000,0.11180,0.06009,89.59737,11.00000,10.99904,-72.60836,178011.23438,14234.35547,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
1.00000000,50.27800,0.01667,0.02748,0.00000,1.00000,0.46098,0.40251,0.00000,0.00000,10.98238,-74.59109,10000.00000,0.00000,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
1.00000000,50.27800,0.07683,0.01490,0.00000,0.00000,0.10833,0.22669,89.95327,37.00000,10.98238,-74.09957,16000.00000,122652.38281,factors_cover_50km,factors_cover_50km.shp|layername=factors_cover_50km
